TK20-2;TK20-3;TK20-4;TK20-5;TK20-6;TK20-7;TK20-8;TK20-9;TK20-10;TK20-11;TK20-12;TK20-13;TK20-14;TK20-15;TK20-16;TK20-17;TK20-18;TK20-19;TK20-20;TK20-21;TK20-22;TK20-23;TK20-24;TK20-25;TK20-26;TK20-27;TK20-28;TK20-29;TK20-30
530;305;614;254;61;112;33;55;4;761;1074;225;4508;114;580;54;20;28;1;478;557;278;770;274;229;280;3;36;23
24;18;11;13;4;962;10;11;5;130;33;9;93;6;115;94;22;5;0;130;25;11;12;42;6;20;0;14;13
1491;1587;1218;461;347;1483;174;214;50;736;3306;1377;6439;493;3570;984;72;103;4;318;2529;988;1228;1854;543;882;6;165;93
75;221;376;481;70;991;457;1059;354;357;100;247;2612;87;2293;377;1204;474;4;533;49;113;704;260;125;755;14;733;353
4567;3198;2100;5450;7556;26539;2201;652;142;2179;8614;2212;14559;3561;56008;12975;343;402;8;861;4828;2366;2445;8435;7061;10798;34;719;263
734;26;137;5;3;17;5;3;4;1364;1639;26;921;7;40;2;0;6;0;579;881;28;123;18;17;8;0;6;12
1991;1666;1009;250;61;156;41;12;15;1947;3487;1072;5305;163;694;75;5;17;4;952;3287;1201;1245;288;222;247;0;11;50
4708;3886;7272;304;133;317;155;129;51;1529;7682;3078;31190;507;911;110;29;102;9;751;6879;2667;6143;2135;336;328;7;179;182
40;25;116;475;72;509;119;172;45;101;102;26;422;390;3347;358;355;190;0;70;39;24;111;889;613;1017;21;355;42
12916;19008;5306;704;824;1440;884;5344;10857;825;14943;10288;35092;326;2459;690;2702;1867;20;458;13403;13860;11189;1330;799;816;77;5302;7245
17626;12977;7859;4567;952;2194;1251;605;241;2593;29338;8455;40669;5164;10160;1127;145;343;23;1241;22554;9169;8131;17101;5226;2606;51;362;735
14;40;137;92;11;35;16;25;0;13;25;29;647;34;152;21;5;10;0;4;18;33;194;82;98;35;0;14;5
360;263;815;582;290;188;41;4;2;175;867;357;6080;141;5161;268;23;9;2;58;422;167;1196;1348;626;1293;1;7;108
136;52;30;20;7;33;29;34;6;1392;636;27;109;10;54;14;67;25;4;323;384;26;87;28;32;19;1;15;20
932;528;65;6;24;39;7;9;6;419;2043;386;366;8;82;14;22;13;0;119;1232;404;91;83;20;23;1;5;9
1871;1892;3761;4674;1325;636;645;786;32;2375;2827;1029;21770;2624;8865;1798;1604;542;19;3335;1655;765;2504;2288;2943;3688;46;398;72
15942;12907;9973;6975;3624;8607;6911;11960;2320;30835;30452;9061;67353;5138;44793;5952;6623;6644;75;16591;19691;8405;11094;13226;9535;10161;288;3897;2575
3058;3393;1615;706;809;2089;1571;864;245;1296;5514;2232;8871;507;4961;1062;431;721;11;565;3320;2538;1996;1408;697;944;22;610;280
3123;2201;1105;324;75;152;55;94;22;343;7100;2323;10073;232;792;76;30;66;2;183;5052;1702;2504;293;208;203;5;61;52
349;412;189;11;5;15;6;3;3;213;644;281;1280;12;61;4;1;3;0;133;363;327;203;34;17;14;0;4;14
4;42;1511;640;17;1614;5;3;1;34;7;31;11846;202;3829;174;50;11;2;17;2;40;2511;534;136;1254;0;1;23
1487;359;1118;279;2056;416;89;457;1085;1950;1349;185;1694;207;1142;214;64;150;8;1561;2828;150;832;215;206;132;2;149;566
649;609;361;657;1419;14207;7747;72079;31974;94;1438;204;1589;917;17960;7045;4680;31684;24;123;1172;361;149;3550;1318;8409;128;58487;24295
3093;6181;1921;2313;580;1511;97;370;100;532;5061;3353;11905;1276;5294;500;33;144;5;411;5305;3446;2018;2438;2459;1461;43;132;157
4104;2513;2081;1232;3493;3900;849;302;63;1610;8105;1747;11193;842;11041;2222;377;299;10;671;5376;1781;2616;2813;1960;2400;41;293;251
3685;2268;2622;9410;2467;17043;1025;3647;6066;174;6207;1709;13524;2292;16449;6938;2035;1620;14;91;5739;1676;2749;2955;4057;3481;91;2274;3425
2180;2473;1854;603;352;1810;2762;10932;3395;3160;3811;1752;15312;699;6479;1213;3567;4753;20;2036;2650;1463;1515;1702;2296;2276;293;5069;2158
729;544;549;905;816;2392;489;252;63;240;1288;420;3106;888;6846;1447;158;169;2;104;1051;466;505;3845;2784;2827;27;182;162
56;116;386;282;59;92;130;216;9;87;136;102;2406;111;245;50;54;133;0;50;57;66;533;150;168;55;0;97;5
28;72;29;8;5;9;8;13;5;322;61;39;113;10;26;4;2;2;0;309;81;38;14;23;13;37;0;2;9
28;79;157;9;2;19;12;3;1;151;42;34;1612;4;28;4;1;2;0;109;36;43;93;12;1;11;0;15;1
634;358;408;179;78;306;109;140;35;664;1369;263;3664;108;1153;145;49;88;1;413;841;183;388;444;406;435;6;88;57
12967;6521;4225;1078;501;1156;274;242;119;2031;28386;5814;23721;1289;4726;621;24;140;7;777;17804;4862;4702;2487;1466;1191;4;123;201
1129;921;1634;1273;2378;7112;3503;8500;2469;528;2120;612;9589;673;18801;3711;2987;4158;12;352;1148;652;3240;2112;1071;3461;83;5169;1230
1653;3282;1648;37;40;124;66;87;30;846;1417;1932;6027;47;157;48;8;66;0;394;1846;1906;1927;324;53;67;5;48;125
1352;1633;1712;1705;6296;8939;1194;1412;514;781;3474;1354;10207;1312;30193;7344;2114;871;19;1223;2026;1291;4721;4087;1515;5620;162;637;520
363;276;211;1705;833;1914;1247;1389;148;225;845;258;1141;1176;16215;1657;910;757;5;123;456;175;151;1970;2880;2938;38;802;166
317;272;478;376;64;232;310;157;16;170;725;212;3235;177;651;124;66;103;1;70;435;226;566;496;249;142;10;40;27
32030;21082;10011;299;166;453;240;125;70;4704;56380;15803;44917;536;325;82;20;198;17;1395;52393;14153;9214;4935;114;137;0;221;390
138;75;48;34;120;148;81;343;3202;61;327;55;204;5;207;111;561;132;2;43;193;47;58;19;10;46;10;222;1609
170;267;2324;694;113;600;55;101;19;199;481;325;14933;1090;1808;322;94;55;5;54;188;312;2338;845;812;954;26;36;82
353;515;929;521;34;169;38;43;4;548;632;543;4791;1234;737;93;11;25;1;712;472;392;639;1918;1722;365;4;18;49
13305;8856;2259;966;2152;4636;895;286;639;425;17759;5586;16974;2276;12385;2982;336;209;4;165;15623;5490;1582;3847;1401;1313;19;308;498
210;721;1617;118;78;126;45;85;19;942;267;640;9728;226;259;44;31;62;2;432;223;488;1588;490;81;112;2;50;62
1492;2247;1178;1178;6811;27752;2970;2535;569;1872;2533;1875;6969;609;71103;12525;4973;1556;15;1352;2645;1194;1212;641;1631;14155;43;3991;613
529;337;414;1157;983;5398;9826;89778;140446;953;899;234;3234;1955;12468;2945;6629;31443;37;881;655;221;302;2489;6257;6387;292;69094;70606
531;208;434;923;122;978;231;297;30;432;850;145;3489;759;2258;255;168;155;0;264;739;149;445;1081;790;1004;5;209;62
508;391;237;260;233;1051;89;104;18;79;1111;336;1128;313;1501;396;26;43;1;29;936;333;127;1040;241;462;2;53;47
4663;2335;7326;770;188;425;24;99;55;5314;7848;1836;50106;672;2022;209;32;68;9;3242;4640;1462;6344;1716;510;703;12;83;173
516;257;100;13;19;47;18;25;6;663;1301;200;538;12;101;10;5;12;2;337;557;234;128;34;20;22;2;20;10
6648;3532;3201;2986;2241;3515;467;61;35;726;12432;2739;16585;3520;8389;1386;16;59;4;447;10432;2542;2071;4598;2898;1791;3;84;143
898;697;1017;1448;688;2619;2131;5023;1363;876;1880;618;8566;984;10159;2001;2059;2960;10;511;1383;437;1213;2324;2066;2619;83;3066;1224
3032;2437;3178;2175;255;544;219;405;93;2194;6723;2172;18526;1364;3084;325;165;142;10;1264;3843;2234;3867;3647;1806;911;17;200;213
1437;934;465;40;33;85;23;25;11;1106;2555;688;2244;69;147;51;35;13;1;384;1672;775;329;244;67;66;1;28;43
18;13;30;599;68;8397;8949;21523;656;175;30;7;304;94;8752;3443;10500;7454;50;99;26;6;40;236;567;2160;115;12697;579
463;196;740;63;9;31;31;33;5;259;895;195;3700;120;143;15;74;15;0;111;816;197;410;589;90;123;0;21;30
224;224;253;267;81;147;12;88;10;65;477;182;1425;83;783;58;49;28;2;42;363;193;370;401;236;195;7;56;22
95;151;66;14;59;74;12;24;5;296;173;75;336;10;369;47;14;10;3;413;139;103;51;34;27;65;0;16;15
57;25;495;295;5;68;20;12;1;547;84;26;4106;3763;731;128;83;21;1;346;67;11;217;153;92;809;3;19;26
1197;826;577;411;82;417;360;1872;75;236;2705;613;3777;657;2147;355;793;1124;1;84;1639;566;967;414;414;522;18;663;96
1666;966;679;648;92;250;117;104;50;734;3889;804;3357;501;1710;169;73;82;3;335;2383;768;501;446;758;581;3;90;58
166;71;38;745;154;856;266;112;24;263;257;60;278;442;6166;528;113;78;7;258;150;67;29;1052;1084;1030;11;55;27
2183;1297;2192;518;511;531;92;123;30;1771;4359;1153;15564;519;4463;288;57;84;11;625;2839;768;2850;2505;375;899;15;54;125
6169;13864;1548;486;86;452;126;335;33;1604;11387;10251;6928;252;1574;279;1567;204;9;744;8728;7602;1242;603;522;804;42;213;160
690;642;370;101;62;290;100;62;23;116;1241;431;2060;82;514;125;14;54;0;65;1057;467;341;256;108;181;4;38;48
49176;14477;3864;721;1926;4039;691;962;910;10473;57505;6771;13270;589;8244;2035;472;574;27;5408;50723;9264;2920;1270;1325;1226;35;810;865
312;572;398;141;23;41;18;19;9;230;493;431;2374;95;114;17;3;10;0;246;464;349;318;258;67;54;3;10;26
490;283;507;97;17;43;41;13;4;317;802;238;2410;193;243;31;19;10;2;368;618;213;288;479;152;88;1;11;20
691;757;1361;1916;2102;6296;1329;3428;506;900;1531;713;6827;504;8228;4322;2004;1163;14;870;789;456;1698;4981;1796;3938;144;1819;737
632;317;760;420;36;87;27;29;5;592;1349;275;4171;308;468;81;103;27;4;247;664;175;1006;358;333;177;3;28;21
8;15;43;198;60;371;55;51;4;28;11;11;297;90;876;279;256;71;0;12;14;10;44;57;150;312;29;30;23
828;957;948;661;247;344;470;1018;414;1851;1321;966;5810;1126;1942;309;296;436;3;1548;1051;576;805;1838;1487;893;17;579;339
29;55;234;365;15;35;11;14;4;33;48;56;1232;263;195;14;5;7;0;28;25;46;151;371;364;93;0;6;15
104;49;489;1236;318;3434;207;42;96;504;55;29;3439;1112;32205;2760;942;71;8;577;106;16;536;382;2139;15736;52;84;115
6154;1316;340;11;9;54;8;10;8;376;14298;1096;1932;4;31;4;1;19;5;153;10334;729;166;33;28;8;0;5;17
599;700;582;430;89;205;96;52;18;300;981;665;3131;791;881;115;19;29;1;152;955;550;485;1050;269;250;0;25;43
1021;965;1529;1682;317;876;341;178;33;268;2198;761;7218;3146;4298;436;45;102;4;106;1700;651;1351;5697;1795;1287;7;123;147
161;101;127;694;171;1585;1977;6459;3406;786;379;56;755;244;4751;861;1992;2574;5;1263;271;50;108;332;905;1635;102;3107;2756
254;195;252;352;288;4513;519;828;152;235;439;81;1197;104;2735;2187;318;372;5;242;190;77;431;764;248;784;3;399;167
11347;5788;1834;9243;1818;1880;3400;851;848;4660;18872;4340;13965;18944;7891;1077;427;513;20;4319;13520;2569;690;15116;3612;2379;30;849;1273
1002;1386;1044;32;24;61;12;34;15;1092;1454;1022;4858;27;184;14;13;32;1;493;1494;586;500;118;44;76;0;13;28
729;293;55;45;17;74;91;213;39;699;1190;202;420;46;424;58;96;142;2;267;761;172;67;135;139;110;2;95;35
761;326;611;324;56;273;32;137;54;1099;1402;292;3871;125;977;107;46;59;3;982;983;251;782;320;222;418;10;89;117
72;62;49;133;599;1193;154;156;43;24;125;29;284;98;1313;470;26;118;0;7;76;32;70;186;185;325;3;106;55
484;432;496;140;32;121;35;55;11;371;979;334;2698;223;336;57;6;28;1;132;622;356;457;405;84;82;0;26;21
22;18;132;626;70;860;136;400;19;39;53;35;689;542;6146;602;711;404;1;22;25;19;184;1669;879;2222;23;578;22
31;84;141;31;11;19;6;11;1;141;65;103;899;54;32;11;20;19;0;133;38;47;139;134;16;17;1;8;13
572;417;553;373;188;308;80;76;15;458;1115;362;3826;552;1521;140;19;61;0;281;712;261;881;743;750;303;2;28;33
50;658;100;1739;3600;7112;6183;26685;7113;288;41;284;972;567;32755;4875;6453;8007;24;464;36;292;119;660;2900;5356;168;7648;3272
2222;1377;148;84;15;56;25;16;6;159;4003;797;876;114;205;13;1;7;5;62;3859;1269;127;420;92;73;0;6;27
254;85;26;14;9;227;5;10;53;246;217;65;145;31;24;13;0;3;0;166;67;88;33;52;9;8;0;2;53
16712;6469;8996;13814;4069;15384;4809;11377;3145;88598;21576;7622;45994;10760;107809;17116;13325;8329;255;43534;8494;4698;10898;13070;16746;35719;436;10492;2291
7753;3604;1386;155;65;196;94;74;25;1960;12219;2430;8566;148;508;80;8;57;6;859;11818;2186;1747;727;197;178;3;48;65
294;156;186;63;66;164;56;71;26;305;494;92;1227;116;444;156;37;40;1;672;455;113;232;549;191;175;12;52;45
396;746;1064;3848;265;495;344;809;363;552;638;586;5694;1951;4825;534;986;418;9;553;465;405;1050;766;6458;1560;34;366;270
38;26;60;107;90;637;134;204;23;53;77;12;273;66;689;249;736;79;7;29;32;9;48;65;142;214;7;87;31
713;1619;1989;773;221;555;293;1084;349;2170;1234;1263;9200;247;3919;434;818;452;7;1574;796;1009;2238;480;800;747;51;623;501
265;178;330;1036;210;3710;1870;4370;946;221;656;237;2135;313;4051;1997;2549;2883;7;133;306;133;436;773;1631;2648;91;3525;1066
56;39;63;108;17;162;940;126;13;41;126;24;289;25;601;63;1458;284;7;34;91;41;109;63;82;91;5;51;18
12475;10704;6940;2159;588;1439;683;334;138;4824;24057;7431;42391;2004;4356;723;100;253;17;1976;17123;7500;6450;6553;1320;1666;18;287;501
116;192;1814;2800;230;3755;1848;12592;717;264;293;76;9593;859;16111;7134;13070;8221;63;225;205;125;1357;1744;2744;6896;919;5794;1154
437;82;83;117;126;347;68;25;4;46;802;36;245;60;1151;165;21;21;0;18;243;41;25;62;150;78;0;18;2
639;381;789;26;8;26;26;18;12;1174;1106;264;5183;59;77;16;16;23;3;1159;633;263;934;130;53;37;0;35;27
4787;1598;658;93;55;247;78;215;364;1249;7397;922;3626;140;445;118;56;101;4;991;4705;1303;669;436;155;177;6;127;280
1510;1065;338;27;9;37;13;9;4;239;2780;732;1726;24;32;5;2;7;1;86;2516;723;278;72;7;12;0;6;10
265;144;167;453;3860;3017;4781;12382;3452;295;512;80;1253;194;14861;3518;4205;7577;16;260;306;106;234;552;647;2081;157;6338;3104
14431;7916;5120;188;98;223;119;50;32;1766;23420;5562;20330;327;182;32;5;86;5;604;22856;5487;4290;2729;62;66;1;102;198
59;136;341;473;333;3202;167;152;3;134;127;80;1589;293;6218;2136;186;209;2;94;95;71;203;489;851;1631;1;826;37
663;694;1163;10372;1217;11678;2206;2823;769;540;1245;530;7190;3008;35279;5791;7042;1737;35;525;805;447;957;3503;9066;11968;241;1648;1054
132;56;50;14;1;15;11;5;2;226;189;24;321;27;28;3;4;2;6;201;167;27;29;31;11;14;0;3;5
242;377;317;50;59;205;102;117;7;79;710;186;1401;26;230;95;11;55;0;37;225;250;390;131;32;60;0;28;25
1701;1088;1552;2673;1283;3446;685;836;170;654;3756;976;9154;1742;15158;2160;355;405;7;225;2198;715;1605;3279;2697;2827;26;421;254
5952;7012;7321;3625;1730;4867;424;79;82;6153;12387;4772;42108;2591;13254;2237;132;186;26;4366;7963;4488;10432;6961;4176;4049;24;160;390
1400;1006;1098;3202;1004;3213;402;448;124;705;3381;1044;6528;1656;11551;1830;231;231;6;187;2071;557;1328;2265;2991;2061;31;248;165
733;269;252;189;119;708;176;111;17;436;1074;157;1503;168;1569;398;71;79;0;213;795;232;276;695;432;591;6;83;21
145;190;290;296;362;2103;1566;1600;481;585;417;155;2348;455;5552;1097;1206;1362;4;525;242;225;895;1429;876;3172;62;564;377
3139;2489;1810;1225;779;2918;350;226;196;1681;4978;1714;10382;1767;8636;1220;46;110;9;1275;3707;2123;2300;7756;2375;2551;11;112;329
3891;4766;3412;3503;8073;33906;8075;5290;461;613;8421;4361;19139;2817;66499;23246;7948;4045;30;191;5492;2133;3270;5414;3531;9280;148;1368;448
38;101;246;22;12;85;24;26;4;28;79;113;1252;32;97;48;8;23;0;27;57;99;364;253;9;55;0;38;32
714;240;257;410;768;1897;4563;13044;2586;359;1271;171;1826;550;6215;1366;3881;6861;11;257;893;154;258;847;852;1592;159;7076;1986
348;485;610;230;137;332;668;2199;766;1551;503;354;3791;195;2007;225;3304;954;16;1332;414;387;804;850;227;458;30;1714;610
618;878;2825;6165;223;116;39;30;18;637;1067;702;29004;3906;1526;9;10;26;7;651;1537;612;2775;412;13747;1261;1;72;99
540;333;2206;1626;601;515;67;154;83;1773;1089;294;11662;2520;7574;311;19;55;12;2846;507;283;3225;2527;1817;5198;23;81;269
1246;1219;1837;1141;644;7024;6177;11213;1087;484;2202;1012;15062;460;7361;3839;7133;5868;29;482;2038;919;2028;1681;992;2317;154;2442;934
261;134;81;115;10;78;183;159;9;628;488;107;489;39;397;83;125;82;8;432;291;64;58;48;66;202;3;117;14
1327;1077;1403;740;267;2011;274;199;19;1503;2440;650;7672;474;3662;1015;220;173;5;1160;1733;675;1730;1202;826;1151;12;186;75
2505;2528;2804;1342;351;732;338;1234;607;7928;4091;2304;16742;1897;9329;1068;283;433;28;8943;2808;1787;2593;6508;3208;4389;148;568;840
11;38;162;265;47;562;349;781;8;100;43;35;850;146;1568;322;567;525;0;67;31;24;143;365;278;587;43;896;48
306;218;282;328;68;132;66;107;79;207;587;232;1573;292;463;95;66;45;2;250;443;240;233;271;472;132;2;52;53
279;65;127;31;56;32;6;31;27;1427;1337;272;643;37;848;171;11;8;4;517;77;34;501;238;24;248;4;36;24
531;81;84;190;126;293;52;35;23;319;645;132;571;170;1085;189;113;37;0;397;117;86;1466;171;195;394;5;108;24
1396;2104;8190;22923;5530;31960;2504;6258;627;2041;2034;944;16628;5987;89582;14241;5575;3532;42;1637;1359;599;6377;10443;19324;16705;86;5070;1230
201;184;1422;636;206;1461;93;86;56;667;351;186;6059;398;2926;539;433;81;2;554;110;119;1218;2563;761;895;5;145;59
1864;1138;1023;2218;3755;7812;5387;42275;6201;1741;3535;780;7219;2515;37949;6255;8594;15037;43;968;2177;922;1386;6176;6224;13369;964;22717;5576
4016;517;423;1081;418;3265;1234;12938;2840;2794;7767;351;2386;766;11321;2324;2729;5144;16;1410;5542;278;402;3545;3308;6147;812;8381;3640
5382;5304;4662;12972;919;3698;447;629;1218;511;15119;5146;23397;4681;23318;1890;1780;424;11;117;10705;3130;3677;8428;10497;7747;53;640;1114
6749;6343;1792;21;28;58;14;16;3;968;14995;4253;5424;15;20;4;2;22;4;319;12674;4019;883;237;22;18;0;15;53
43;310;60;372;175;15;10;8;2;134;44;207;379;910;915;129;4;3;2;187;173;495;178;1977;302;173;0;3;6
49;114;155;75;63;119;125;292;33;40;132;96;975;31;216;37;13;204;2;18;45;80;315;75;34;79;1;104;49
5478;7730;4573;961;687;1959;4091;22211;12560;1174;6396;4230;33652;910;6771;1307;1701;7873;25;813;6462;5106;6168;2973;2381;2605;220;16499;10826
25;30;64;271;25;121;100;189;23;60;55;30;444;407;1543;205;402;73;1;37;30;16;37;865;318;761;14;130;64
260;222;541;326;260;64;27;19;5;313;576;238;3559;285;795;15;4;14;2;222;403;190;710;747;275;112;2;5;24
556;392;294;813;244;1932;552;557;2698;159;1086;197;1358;377;6147;1115;290;364;5;111;302;280;123;536;928;2044;11;532;2104
137;227;389;9208;563;25366;7187;20088;983;145;358;247;1815;1395;25753;11871;65885;13770;211;89;212;195;423;1289;7420;9182;987;11363;2438
987;1893;5631;1896;446;3382;994;1776;326;4869;1227;1720;33605;4037;10348;3203;740;873;25;4054;1389;833;4997;7645;4152;5565;185;869;465
844;1062;1054;5371;326;2591;2154;2409;118;162;2309;629;4180;2063;10511;3079;16310;1662;68;68;1297;668;2057;1181;6788;2831;157;624;221
1802;978;258;104;51;203;58;90;234;224;3567;807;1204;89;414;88;36;47;2;186;3019;727;119;267;108;129;2;94;254
61;15;24;16;3;13;10;6;1;453;80;5;81;7;82;10;13;3;0;654;80;11;5;8;20;13;1;6;14
6361;5359;4147;8044;2048;14862;2049;664;219;2192;12600;3984;27641;3860;52351;8152;451;434;12;1358;10693;3827;4044;5532;9656;12009;38;408;457
1656;1966;1824;609;249;376;499;1267;556;2874;2977;1653;12483;858;1601;265;398;544;15;2712;2239;1322;2109;1753;1015;637;15;1091;524
698;222;1610;173;56;138;87;228;36;414;1528;258;7113;63;723;93;91;94;2;283;795;329;1188;167;117;218;1;173;59
107;63;667;702;495;2191;893;1108;153;418;216;64;3731;420;5285;1435;1205;564;4;516;143;42;863;1472;1933;2116;88;562;289
46;39;25;2384;472;53;23;7;0;69;89;33;139;1637;308;35;3;8;0;56;64;28;20;458;1240;74;0;5;35
1330;1378;848;3350;474;5077;504;738;1102;279;2831;1258;5344;1032;16623;2675;1518;403;10;242;2089;1060;810;1404;2488;4385;62;362;872
12;38;220;93;8;182;74;409;101;10420;43;19;1604;22;614;176;102;110;105;38254;138;57;162;296;977;415;2;212;324
1036;2455;1884;577;98;113;87;18;25;235;2021;2705;10226;520;468;43;7;25;0;203;2015;1592;1530;544;398;184;4;33;73
355;471;424;349;261;857;186;559;188;291;676;431;1906;212;1884;404;161;244;5;312;423;462;487;794;509;584;30;309;178
54;89;167;40;16;45;47;138;52;27;138;78;807;27;106;27;3;56;1;11;63;90;191;82;32;49;1;45;50
128;136;169;118;135;254;86;871;11387;110;234;138;1159;132;848;90;20;230;6;75;205;93;118;196;179;194;4;6047;10370
30;25;56;328;367;1426;1261;3555;6201;67;83;14;332;239;4213;891;3713;1592;22;55;46;8;51;70;169;564;41;2446;2581
473;1322;1919;24;23;55;35;13;1;387;340;390;3672;7;128;26;12;8;1;363;199;631;714;348;44;52;3;21;4
63;57;212;318;46;181;21;82;23;307;126;56;1114;145;920;130;37;37;0;177;112;44;171;358;268;246;5;41;18
304;267;490;1234;2063;3231;2254;6052;87;1396;312;202;3164;1206;19739;2247;2707;3971;12;1926;353;229;803;8421;4663;5190;205;3032;219
603;323;150;64;22;37;17;45;95;669;1170;232;844;28;125;21;16;24;3;611;639;214;83;147;68;58;1;34;82
358;650;892;404;73;1311;145;66;19;404;624;479;4523;265;1701;529;103;38;3;243;320;506;1237;1175;498;852;9;58;69
765;834;400;1300;442;4051;231;135;24;220;1201;665;1584;647;5564;1841;169;93;4;171;1239;703;373;501;781;1396;14;53;57
2584;1510;2527;5666;3968;33867;10621;13078;2474;911;7049;1247;13295;1650;33712;19774;9573;9782;41;362;2107;1069;3683;5707;5666;10789;140;2849;2616
1382;1104;1215;1100;213;3824;413;571;119;901;2954;930;6881;467;4348;1661;273;329;3;608;1824;875;1512;954;985;1627;17;263;164
50;141;279;342;68;6722;221;226;29;105;165;134;1421;190;2575;2078;2422;195;9;42;109;98;451;409;422;1084;38;232;67
85;63;100;124;31;104;73;51;6;61;117;38;470;59;321;49;31;42;0;39;151;42;89;106;62;63;1;57;14
705;695;223;87;48;156;57;157;39;1091;1586;724;2015;58;876;115;87;99;5;1093;1310;502;381;106;116;315;1;78;40
322;301;758;924;1060;6552;5649;21046;10901;224;537;248;5082;522;9929;4574;6311;10510;31;169;446;188;1301;1800;1008;3166;638;11375;6342
759;385;222;234;348;540;40;27;17;351;1871;169;1577;47;1025;158;18;10;1;262;593;141;213;56;133;110;2;16;24
463;785;1314;8;16;26;0;25;3;865;513;440;7584;15;31;10;2;12;3;271;462;327;1920;10;9;9;0;13;7
41;60;39;82;4838;33543;1603;555;390;30;67;40;118;33;24936;18788;814;285;4;17;49;22;23;199;161;6414;5;247;164
40;25;60;30;32;141;38;68;11;38;74;17;323;20;253;64;20;33;0;20;37;22;58;43;57;116;1;33;14
110;34;29;61;17;52;660;11558;56846;50;149;5;130;15;193;24;156;3350;22;52;166;31;26;34;45;38;5;6496;32524
992;807;506;139;104;305;53;70;17;468;1945;491;1987;200;844;167;33;40;4;199;1597;604;317;776;189;150;3;35;44
144;86;121;45;15;354;47;102;31;97;344;93;739;51;656;187;49;41;2;49;176;72;265;110;311;331;1;49;28
751;641;632;398;100;175;68;76;24;1318;1242;611;4014;523;1312;142;31;37;3;1104;839;626;526;1280;358;432;4;23;60
249;109;466;694;269;1983;525;586;1113;240;371;92;1235;2150;8907;2239;516;269;3;163;236;64;135;8113;5980;23553;199;3628;616
30;17;36;916;140;524;64;41;32;32;49;16;288;455;2767;330;69;19;0;33;32;22;26;1117;1379;961;13;45;97
1120;1820;458;131;160;424;229;1052;205;102;1493;1158;2886;88;1602;235;176;436;2;78;1108;1075;986;309;250;385;26;1177;364
786;937;868;644;656;1207;116;78;8;790;1581;597;4978;363;3647;619;81;69;1;897;1065;705;1532;889;670;880;13;40;54
181;134;344;468;125;371;104;113;47;590;250;86;2315;211;2130;414;330;305;2;588;113;104;303;385;450;544;12;85;32
78;66;256;33;18;109;168;601;202;98;104;44;1059;43;177;101;126;263;1;200;90;80;342;147;38;25;7;287;199
281;179;207;505;566;3633;2448;4235;308;322;473;109;881;188;5312;2589;7342;2316;28;205;338;166;179;506;917;1466;113;2652;503
598;388;691;96;94;212;27;46;19;795;1113;244;3723;92;629;110;13;12;6;510;718;270;1074;278;113;118;1;15;29
378;414;1050;226;40;353;158;241;32;231;543;250;4810;108;842;307;232;81;0;164;414;239;1102;260;196;423;3;125;18
76;63;146;129;243;403;146;971;255;186;204;59;1057;58;1195;370;207;399;3;116;131;38;274;411;174;599;36;906;458
867;813;1612;491;280;772;205;745;128;1233;1192;535;8923;369;4295;446;106;267;8;932;1304;545;1705;2093;1417;1189;31;230;171
129;64;19;5;5;21;3;5;1;517;244;61;77;4;22;6;0;7;4;838;202;37;16;24;34;9;0;5;6
14263;13093;9019;19102;12729;41937;5863;2603;598;8177;30799;9282;52225;13032;134990;21947;1624;1737;25;3621;17886;11193;9627;44584;23924;34854;176;4136;1207
12996;5825;1139;1074;479;1584;499;450;412;2312;20004;3113;8502;1000;3511;861;177;278;11;1850;14900;4251;920;2762;970;1303;32;423;578
8623;4404;1465;945;518;966;446;6624;2093;2240;15527;2895;9052;1401;3182;647;361;1964;13;1468;12001;3115;1335;2045;1026;1103;157;2591;2220
230;114;58;38;344;1494;278;280;20;52;386;72;216;75;1137;601;35;153;0;26;229;90;76;229;138;323;3;69;30
1686;696;471;17629;1334;35479;5750;16095;3048;612;3616;541;2684;1533;97399;18962;13836;8495;50;393;2720;499;531;1580;9389;22367;360;10740;2591
75;54;228;400;47;55;10;8;3;124;127;52;1415;115;89;21;12;2;0;88;116;41;351;242;56;13;0;3;10
4811;1000;1662;241;144;279;13;55;21;1894;9112;572;10657;176;2527;113;9;45;7;1387;4331;827;2913;771;419;1351;6;51;61
216;286;373;480;41;440;197;481;96;523;368;313;2152;166;1396;518;296;162;5;435;229;159;395;346;346;513;2;190;390
314;273;778;2428;434;2499;362;844;21;1316;518;273;1812;177;9115;3865;573;410;3;1623;220;172;471;646;2287;2354;36;234;72
1473;333;84;437;74;143;57;149;13;401;3484;285;412;355;1154;144;50;59;3;132;2761;221;41;472;611;464;12;66;16
1;0;299;264;7;338;0;1;0;22;3;6;2734;32;2133;17;0;0;0;8;0;0;91;1091;82;247;0;16;9
1454;897;2677;1407;360;435;226;167;41;283;2698;740;8538;2507;5137;193;14;90;6;123;2011;754;1950;2222;2220;1018;1;103;156
304;736;475;323;75;57;62;40;17;169;616;606;2651;382;139;16;4;13;2;167;642;422;427;488;90;56;0;19;39
7818;5831;5305;1082;1476;4370;401;114;99;2155;17839;4273;36196;1209;8641;1540;102;160;15;1089;12329;3242;5331;3089;1488;2136;43;128;301
1137;819;218;58;61;70;10;12;26;1970;2149;503;1386;50;268;19;2;5;3;1055;1462;430;231;78;81;30;0;18;37
