TK20-2;TK20-3;TK20-4;TK20-5;TK20-6;TK20-7;TK20-8;TK20-9;TK20-10;TK20-11;TK20-12;TK20-13;TK20-14;TK20-15;TK20-16;TK20-17;TK20-18;TK20-19;TK20-20;TK20-21;TK20-22;TK20-23;TK20-24;TK20-25;TK20-26;TK20-27;TK20-28;TK20-29;TK20-30
268;1090;1267;3426;3043;9178;7134;37551;5672;981;308;885;6314;2322;30382;4621;6148;10591;21;2021;331;473;1936;2955;3930;13062;470;15561;7037
72;873;1049;450;437;3805;3740;9574;3244;288;126;805;3365;682;8000;3339;5721;7845;21;349;60;1198;645;1746;782;1378;166;10197;887
288;207;76;6;54;90;26;11;3;234;768;192;534;7;142;31;2;25;0;106;366;179;151;37;9;18;0;25;5
893;1011;1983;5143;1584;20579;5125;6535;1280;605;2339;847;9886;930;16096;10259;3805;4958;19;476;865;1109;2081;2294;2807;5863;52;1835;1815
135;150;348;1276;1018;3077;1111;2967;992;209;275;109;1827;373;13344;1961;3215;1252;10;162;87;100;467;807;1412;3105;60;2573;1058
160;94;424;415;88;110;30;62;79;46;300;71;2152;194;1169;86;49;47;4;30;178;64;440;235;341;369;14;66;92
356;178;121;155;192;658;167;265;105;563;445;114;527;152;1182;226;514;127;4;657;339;112;299;311;235;245;8;95;94
1759;768;704;1115;2578;10416;7224;6391;2094;1381;2561;613;4321;654;18260;5723;13887;3542;54;1329;1804;736;1816;1440;3264;4083;93;2129;1181
28;15;33;38;3;29;20;10;0;52;55;11;148;15;206;29;31;13;0;27;48;6;34;41;22;25;2;9;6
1270;303;879;41;12;51;14;16;3;53;3087;437;3545;10;75;9;2;6;0;51;1534;330;797;103;12;18;0;0;9
55;11;3;25;75;115;157;1;0;56;54;2;9;3;291;46;55;6;0;33;43;5;3;12;10;29;2;5;2
95;21;38;788;28;337;76;78;15;48;182;17;131;121;255;119;14;57;0;24;134;36;36;30;27;69;0;30;8
98;65;115;48;87;256;57;21;4;121;291;46;682;24;178;110;31;32;0;56;136;56;219;52;20;22;4;16;30
293;155;69;20;138;463;400;127;9;118;632;67;506;11;279;264;155;100;2;81;319;125;93;75;17;67;2;19;18
324;190;603;1242;1438;3531;231;210;96;255;634;142;3576;478;10171;2410;279;103;0;112;411;127;814;509;975;969;12;133;89
527;66;66;25;21;19;114;605;422;82;710;53;345;24;195;16;48;194;5;85;643;57;64;57;20;35;0;448;661
530;399;675;1362;709;4659;1260;2452;423;424;1425;256;3425;525;7856;3301;2616;1191;7;580;576;332;1536;664;1240;2499;67;1501;688
1123;419;743;57;40;68;12;8;16;1489;1667;275;7076;125;86;18;2;11;7;1052;1313;235;1047;395;53;40;0;11;23
5021;1063;688;707;185;1003;2076;4677;1490;4960;11155;842;3734;770;4600;802;1360;2471;24;2973;6032;803;703;3367;1926;2091;75;2870;1485
1833;3419;646;332;58;405;243;154;408;2366;2314;2497;3130;440;1352;130;53;121;5;1162;2318;1603;638;329;187;214;4;47;161
1974;1600;1961;845;276;779;116;31;23;2992;4015;1050;10911;488;2726;373;20;47;5;1598;2760;908;2803;777;773;774;3;47;94
317;260;304;91;143;743;591;839;234;1456;449;173;1825;101;1022;446;293;488;7;2024;487;274;388;421;269;363;21;332;261
5969;3486;3187;1368;1022;2232;688;1857;712;1839;11717;2321;18392;1533;9062;1049;567;817;8;827;9021;2868;3809;7399;2240;2671;56;1135;992
1703;346;54;19;16;40;11;26;5;547;3580;183;328;9;73;17;4;14;0;232;1800;225;39;39;31;35;1;5;17
201;187;213;752;362;1168;243;42;2;132;397;174;1274;819;4267;672;29;35;1;67;301;127;121;1524;1010;1002;2;28;35
2646;1926;1904;3944;4461;16558;8603;17391;1758;1837;5767;1321;11633;2595;42710;10079;17711;8393;64;1189;3541;1627;2328;10075;7795;14293;773;8559;3060
72;112;309;71;14;23;5;4;0;68;101;85;1315;17;82;0;5;3;2;30;68;43;120;163;15;35;0;7;2
9;3;150;360;46;836;21;5;3;11;11;4;480;88;416;297;14;2;0;7;1;5;25;47;167;112;0;1;10
33;20;140;21675;1209;47950;12012;26585;1083;30;28;23;388;2355;49690;20881;118088;21268;362;4;36;31;65;516;13237;15739;1075;15956;2164
177;144;243;456;122;847;475;405;69;37;409;225;922;155;2253;611;1372;281;5;25;141;73;287;339;628;705;17;257;92
188;81;151;234;183;1198;217;201;49;88;404;84;670;171;2429;496;205;114;1;38;206;92;135;258;261;597;9;117;35
98;106;176;817;123;996;406;492;97;31;181;104;819;415;2610;677;1449;330;5;18;101;60;222;442;886;1125;46;350;116
291;244;313;209;74;65;9;5;3;241;530;171;1782;200;432;27;55;10;1;132;465;158;302;706;129;67;1;2;25
381;463;251;68;81;65;9;4;0;114;648;326;2390;27;440;41;8;14;2;54;460;338;221;153;27;51;0;6;6
616;264;208;21;10;23;7;11;6;500;624;173;1071;18;49;15;13;10;10;468;534;154;180;50;32;24;1;12;8
1562;833;586;73;28;110;25;214;118;1402;2874;613;3611;101;535;57;20;59;2;1186;2189;533;472;353;158;173;5;99;154
270;169;340;61;21;24;6;6;2;65;484;175;1595;68;28;10;19;8;0;30;288;142;239;175;15;23;0;4;22
12;18;0;4;2;11;14;12;3;32;55;5;7;7;14;5;34;12;0;9;16;7;0;3;6;10;0;7;2
53;58;110;99;15;60;20;16;5;204;104;25;573;27;493;18;12;17;0;72;94;39;253;45;44;85;1;4;6
90;41;64;120;5;253;41;59;27;88;173;28;337;34;1268;200;139;53;0;36;71;33;105;278;149;468;4;16;7
121;261;1262;16200;1578;12634;728;210;51;24;185;187;7536;13644;39866;6973;816;289;10;39;147;89;605;11105;10288;10270;29;106;220
75;18;24;739;18;33;14;55;4;31;125;16;142;113;470;22;181;51;0;23;104;14;19;67;153;167;6;58;19
521;274;44;27;45;176;322;307;7;456;817;146;180;43;175;68;111;172;2;297;669;278;50;70;26;60;0;39;10
83;36;89;116;59;179;28;47;4;93;149;27;1328;30;466;118;21;17;0;51;198;34;274;58;127;98;0;15;12
180;194;283;32;8;39;23;51;5;759;240;149;1673;10;53;16;12;30;3;935;241;137;513;28;17;23;0;20;4
126;121;470;46;65;235;210;101;6;656;119;97;3886;33;235;100;353;83;2;758;136;82;923;53;88;109;4;57;15
38;139;182;134;155;1618;229;222;20;152;86;126;1081;97;6955;753;310;172;0;94;55;92;261;376;717;2344;25;188;78
5907;4029;4050;459;95;201;137;57;21;1676;10424;2506;20212;835;441;39;29;65;3;1026;6051;2646;4515;1688;278;168;1;71;166
6479;4148;992;684;1362;6518;3016;7627;1609;2867;11402;2842;6923;514;10527;4376;9664;4509;42;1523;8253;2376;1296;1013;1245;2404;141;5699;1536
2189;1383;1316;246;82;136;93;29;12;859;3895;1174;7791;316;341;53;7;28;2;293;4009;989;1464;611;120;100;1;23;68
29;33;142;406;99;601;196;407;1799;60;43;30;715;1181;3293;745;184;155;10;55;37;37;61;2442;2773;4922;45;5137;730
209;82;2700;14298;3833;18662;5923;4567;3157;152;200;102;11006;53309;138948;27055;5561;2348;26;115;141;83;720;178288;107705;203282;2125;12620;3316
28;0;17;7;6;5;5;16;19;3632;25;2;144;6;32;6;6;10;6;1574;378;26;27;16;32;22;0;10;4
8;6;19;11;52;354;213;38;4;14;55;1;75;11;328;172;322;29;0;5;20;2;23;18;22;87;4;10;6
43;3;4;20;654;2889;3329;4896;16;10;75;10;20;12;546;1556;1122;3010;6;5;35;7;4;70;25;205;2;1666;19
69;502;381;291;675;417;235;213;64;2365;160;277;2471;195;1840;419;218;556;19;3082;160;153;405;478;317;2067;8;99;67
685;1270;325;436;505;582;167;154;90;1449;1266;801;4808;987;691;306;142;115;6;1353;721;895;228;338;187;143;3;47;85
278;164;47;30;63;371;252;110;51;355;381;106;386;59;422;183;55;53;1;341;272;87;36;126;66;170;2;39;136
306;150;426;167;187;127;42;22;4;373;532;104;1131;129;682;61;39;14;0;269;274;105;384;273;254;103;1;26;7
448;392;883;224;495;409;32;28;17;1391;4008;2016;2996;217;4286;580;39;39;11;1746;383;189;1350;658;231;968;1;21;41
241;221;443;1699;338;770;219;194;60;614;303;318;3721;332;7380;1262;1400;87;4;507;158;206;768;688;830;2006;31;156;68
303;183;253;329;30;148;67;131;10;179;681;129;1154;60;1542;76;47;62;2;110;334;130;268;186;91;255;3;53;10
159;181;125;61;17;327;44;76;5;296;369;82;553;27;615;133;31;26;0;130;322;112;163;113;48;130;2;31;16
1109;757;875;1614;1581;627;99;220;158;11724;1739;531;5269;756;5313;384;325;213;87;22494;1325;513;911;1442;2346;1884;10;208;174
372;231;357;140;114;36;3;10;1;268;630;251;2186;74;230;13;4;7;0;212;562;263;632;298;123;67;0;15;12
1882;935;230;2822;652;2727;529;96;37;439;3253;770;1296;1802;9874;1790;298;127;1;223;3038;541;102;3373;2872;2759;25;74;121
65;16;188;29;13;55;3;10;1;220;96;7;778;3;69;23;12;5;0;68;42;5;59;13;10;17;0;4;5
319;180;87;27;6;18;24;9;14;1161;497;166;729;15;28;5;1;1;3;718;500;109;37;19;34;20;0;4;8
600;196;326;341;19358;2017;267;628;148;335;1051;194;2256;180;163146;6343;487;343;2;205;703;126;390;377;1129;6766;16;258;168
532;352;555;876;310;2189;486;467;323;403;1343;201;2754;299;3580;1389;1634;294;6;367;520;271;1244;342;951;1097;25;410;562
44;6;7;3;9;6;6;13;16;2895;17;6;46;1;10;5;5;5;19;6210;15;6;7;30;196;60;0;21;29
822;1015;2427;323;403;1010;341;1324;215;2465;1001;721;14473;242;6059;691;199;562;6;1916;1004;651;2841;2876;1363;1534;36;394;368
369;451;543;67;85;329;191;465;33;1191;440;346;4082;62;1431;208;232;273;0;1019;412;253;686;364;361;329;11;190;57
249;204;495;167;525;153;26;12;4;477;486;55;2000;61;750;150;33;19;2;236;296;83;824;241;224;298;3;9;17
41;44;41;7;8;30;25;19;10;124;118;22;165;10;42;9;7;12;0;89;77;169;572;18;10;14;0;6;6
54738;219;206;94;30;147;74;181;146;13023;617;122;722;71;412;95;99;70;17;2141;332;93;251;112;123;91;60;113;136
219;195;469;1816;1440;3244;1336;1015;10;712;377;164;879;77;8346;1407;454;200;3;638;2780;126;318;546;2898;1503;20;157;38
69;45;104;80;17;34;14;38;8;170;175;42;521;36;326;48;15;26;0;148;125;36;145;126;37;68;0;20;13
307;198;421;407;145;312;93;223;27;460;550;250;2015;80;2336;213;105;130;5;314;460;141;432;284;227;419;7;129;30
477;650;524;348;6854;30474;4792;1773;583;981;789;501;2962;448;33328;16813;19718;2003;56;1022;751;357;529;630;721;5953;19;906;524
642;143;27;111;684;7742;2980;536;34;119;994;46;243;100;3251;2949;990;631;2;60;768;55;60;314;264;1478;54;126;43
321;91;55;21;506;349;37;41;4;77;646;55;285;24;394;143;10;24;0;37;476;60;48;99;39;60;2;34;10
1598;1579;2027;651;89;245;99;244;12;476;4106;1366;9711;328;627;253;23;114;4;231;2668;1294;1446;434;945;284;7;106;74
1415;1732;398;2905;429;8373;2925;2261;13163;932;5468;878;1926;1383;20249;4292;1086;1203;16;925;1187;1276;340;2628;3038;9020;37;1901;10273
102;236;385;2020;102;984;241;479;295;396;262;232;2690;342;7403;628;487;438;3;277;173;194;675;1275;1074;3300;28;1441;666
744;590;772;2209;768;1652;531;1156;456;824;1286;430;3941;585;5116;1275;1025;718;10;504;775;389;825;1085;1068;1353;33;556;464
429;127;100;126;57;106;38;78;17;207;1466;138;523;109;490;67;28;53;1;174;429;63;115;105;89;156;3;57;33
1471;1991;466;197;147;427;145;101;54;178;2906;1714;3113;266;941;183;70;67;1;164;1851;1714;670;1071;257;260;3;66;71
2835;3992;2625;13;52;100;24;33;19;1857;4717;3230;13121;34;88;14;8;34;2;731;4113;2046;1837;133;32;52;2;36;45
199;112;173;158;94;505;188;253;15;74;429;111;1158;51;611;207;88;185;2;24;170;99;238;160;101;247;4;108;13
249;129;75;43;10;3;5;12;2;848;494;117;629;31;22;0;3;3;2;285;363;93;56;32;29;10;0;3;3
747;256;224;9;4;14;3;1;2;977;1445;239;1869;10;47;6;0;5;1;409;805;149;177;10;22;26;0;3;9
613;629;657;183;389;536;43;122;32;242;1190;612;3695;218;1926;201;18;41;0;149;1091;585;542;776;239;305;8;30;35
659;249;67;43;8;13;5;5;2;226;1100;194;512;42;33;2;4;1;0;102;772;250;42;38;12;2;0;6;15
367;213;355;31;29;31;12;13;3;613;645;185;2109;55;88;10;1;4;1;740;407;189;284;240;61;57;0;8;22
555;689;1291;204;61;122;29;40;7;691;938;591;7673;313;345;57;22;25;3;867;763;535;1415;1231;165;118;8;12;59
135;71;64;202;115;520;85;105;8;15;295;73;299;144;1247;187;27;92;0;9;181;67;58;292;342;567;2;38;14
380;238;202;866;897;23644;515;531;46;46;929;123;781;409;18543;7411;55;354;1;15;509;151;235;803;1058;8288;7;159;49
256;131;118;384;179;823;262;317;31;22;560;96;583;228;1832;368;58;187;2;11;381;108;174;524;628;649;0;141;29
267;131;90;29;3;10;18;1;3;43;521;71;553;70;44;3;1;1;1;30;608;96;53;170;50;44;0;3;20
232;343;920;71;25;72;24;20;3;119;313;289;3634;115;344;32;2;7;4;39;297;294;540;1540;199;217;0;8;34
610;380;122;21;13;28;38;257;190;109;1442;224;913;16;33;22;75;256;0;60;676;214;72;66;17;6;0;1437;99
420;231;80;35;6;12;8;7;4;988;897;112;371;27;25;10;7;4;5;551;552;183;43;16;33;5;0;7;10
445;261;530;107;73;281;47;12;5;1062;874;217;2641;59;488;174;16;6;0;276;377;176;898;177;75;109;0;7;25
217;131;391;113;86;515;288;642;25;78;427;93;2666;74;576;217;36;354;1;41;253;88;631;303;118;242;2;176;54
530;359;268;87;68;376;245;398;23;168;934;166;1362;57;491;184;30;272;0;96;692;278;337;200;133;227;3;142;54
29;17;210;621;50;429;104;362;102;61;40;21;1426;262;1126;326;1008;149;4;43;17;14;223;89;911;442;21;155;142
20;66;108;23;36;60;29;118;57;162;98;63;390;42;736;31;29;35;0;273;44;47;144;234;69;271;10;82;68
126;180;165;186;92;252;217;226;48;191;300;129;1574;171;1055;128;228;216;1;138;143;172;515;213;250;515;5;90;46
568;289;105;44;392;1898;457;41;7;224;1172;210;544;48;849;989;35;30;3;152;719;337;143;90;46;121;0;10;9
288;342;599;241;76;577;169;124;14;205;417;302;4472;204;857;184;70;91;1;83;327;162;745;327;310;208;0;100;14
1994;1912;2147;1621;621;4555;1318;839;102;970;3090;1683;13687;1200;6910;1576;619;677;6;317;2886;976;2109;2001;2188;1717;23;682;128
110;85;137;1260;2928;15142;7618;14523;2643;369;121;42;710;525;76152;6411;3518;7667;16;340;97;44;184;7353;15250;20081;245;7107;2341
4029;11210;7988;1394;68;661;492;245;755;8190;6778;7175;56091;7880;461;201;79;167;38;10946;4217;4810;3419;10203;357;247;6;184;606
428;1207;920;42;24;91;27;54;14;866;602;919;5959;46;203;37;20;29;1;819;526;1028;1213;439;59;94;4;47;57
289;333;703;38;26;55;21;8;2;269;495;282;3795;48;147;22;11;3;0;249;413;288;744;217;69;34;2;11;12
486;611;457;242;65;129;38;20;3;498;919;469;2389;317;664;52;11;6;2;522;792;387;430;634;316;203;10;18;27
431;913;245;18;16;36;38;48;38;745;1151;468;1625;44;100;30;14;27;1;508;902;1050;198;92;35;19;0;28;63
257;216;249;511;234;3377;1058;1519;565;156;539;191;1297;509;7797;1773;841;1003;5;85;365;162;252;1712;1270;1776;47;1003;400
117;14;34;54;95;1087;1369;7011;4646;399;225;12;414;53;1012;553;942;3203;9;251;126;23;103;119;54;341;17;3633;3404
233;78;32;13;8;13;1;3;0;114;432;48;161;24;32;6;15;2;0;98;292;36;27;35;16;10;1;2;5
2823;563;108;8;8;18;2;10;7;544;5472;550;600;9;13;5;0;4;1;145;3919;234;40;9;5;2;0;0;6
1611;673;277;66;146;161;38;7;4;256;2593;367;1601;56;367;44;19;18;1;140;2035;480;332;136;75;40;2;4;15
1481;634;265;54;157;172;42;10;3;312;2445;306;1646;69;327;80;15;19;2;194;1917;453;412;174;42;47;0;6;15
154;71;781;1117;23;223;106;111;17;244;192;40;2848;552;4092;205;122;53;2;124;171;37;647;566;594;784;11;24;26
109;130;142;55;30;111;80;365;924;421;272;57;557;47;455;87;234;116;5;332;156;69;122;152;78;131;11;220;475
319;283;82;589;101;1881;175;206;12;2006;330;116;653;111;1265;1065;104;107;12;1865;187;105;77;154;232;356;0;109;43
168;99;133;124;143;425;339;3538;6208;170;205;48;1155;99;987;215;240;1974;1;161;231;62;263;334;216;197;17;6149;2917
5;13;6;110;74;96;121;834;1194;71;5;3;159;24;201;73;487;354;7;52;6;35;10;850;32;80;44;2102;1274
151;168;636;1963;3174;2592;179;135;47;632;190;169;7040;280;24404;13772;841;90;3;542;63;150;976;1035;1037;22997;74;105;69
129;145;137;176;43;1880;281;864;2507;182;257;134;802;48;1537;623;256;524;2;137;393;97;166;172;274;655;5;830;1754
5441;5350;6615;3953;874;4128;617;626;133;1886;8383;4267;40528;3521;9725;1595;161;270;18;1579;6338;3405;11014;9864;5669;4129;38;378;451
706;374;184;202;115;358;42;54;18;1113;1422;331;994;154;1587;219;382;32;6;1086;1516;220;395;393;145;281;6;18;19
347;117;124;41;15;6;2;2;1;129;737;76;747;72;20;4;2;2;0;41;424;74;101;100;8;12;0;2;5
369;74;1025;19;14;31;6;7;3;964;515;88;1844;18;72;4;5;2;4;1630;297;64;150;56;53;35;1;5;19
52;49;56;22;2;18;132;283;0;37;112;37;501;18;14;8;44;190;0;8;108;36;48;18;3;1;0;54;6
2063;3034;1264;27;17;52;6;11;7;200;5096;2231;5040;44;65;7;0;6;0;100;3564;2099;1122;94;19;24;0;15;51
5540;4908;1209;63;40;150;25;30;15;396;10819;3409;4922;86;390;50;6;23;1;154;8574;2858;1043;264;74;66;1;21;55
22;31;33;22;80;416;83;64;11;7;87;16;162;23;411;158;17;30;0;13;30;22;33;66;43;114;1;20;30
377;52;194;83;58;323;29;1893;630;959;718;47;1908;104;3735;208;349;781;3;749;575;44;663;781;79;598;35;974;542
798;944;388;121;24;37;20;15;7;654;1386;835;3380;140;101;15;4;5;1;321;1038;723;562;300;203;163;1;5;28
2039;3032;2307;208;69;149;126;36;40;1479;2984;1922;14503;214;166;20;8;36;7;795;2034;3233;3454;1080;109;91;3;56;178
282;225;337;35071;1353;67921;3466;4534;1165;236;654;204;2018;2469;180909;33774;18496;2174;73;111;364;189;449;1189;16732;47743;426;4431;1092
110;50;299;175;290;601;751;3344;372;685;120;65;2126;360;2343;471;946;1108;8;762;92;39;367;1958;344;425;12;2158;260
603;340;733;1891;280;5162;1640;3327;529;354;1318;223;2247;353;5669;2423;12178;2649;30;170;619;216;491;585;1343;2205;220;2283;644
402;365;943;350;1066;2547;199;101;85;75;515;169;2609;361;10140;1093;37;51;1;86;474;234;821;967;489;1338;4;49;122
605;659;168;186;1022;3194;492;295;298;107;1235;420;1660;82;2826;2556;835;402;1;39;877;492;604;376;172;2034;12;596;104
1834;3684;1842;1738;187;1218;224;237;12;282;14954;877;9434;653;4841;914;781;113;6;258;9331;693;1160;1037;1297;3143;30;105;41
359;252;513;359;69;102;39;35;9;657;530;181;1754;290;446;50;39;13;0;450;385;209;815;502;500;119;3;18;25
149;76;128;674;277;883;236;335;14;30;191;82;977;393;6868;1038;787;156;1;20;177;65;206;455;2071;1835;26;116;32
1014;388;122;17;3;9;5;13;7;507;1874;312;572;21;35;3;0;4;1;234;1515;196;98;54;21;13;0;3;8
498;264;269;829;357;3021;894;684;75;121;724;179;1885;465;4518;1158;437;516;1;133;513;109;318;668;1089;974;20;522;79
4629;3880;4715;1317;436;1245;260;53;44;4742;7523;2417;25476;798;3579;543;40;79;5;1937;6955;2547;7614;1632;1114;986;6;51;187
2141;931;1253;265;96;87;6;20;4;1076;3318;685;3845;161;358;26;6;13;1;339;2319;809;721;199;128;61;1;15;43
1302;1198;3741;344;88;103;234;28;18;663;2677;922;24450;379;464;26;20;52;7;350;2109;977;8305;2243;61;82;0;47;149
267;118;602;28;30;102;66;193;159;1366;364;103;4666;26;207;55;59;98;5;1563;225;82;846;231;86;112;6;135;166
413;362;251;59;15;21;10;8;2;214;605;236;1345;65;77;12;5;5;1;131;592;213;286;228;58;49;0;7;17
131;35;16;7;85;29;2;3;1;285;296;23;61;2;76;14;1;1;0;92;234;30;8;9;14;7;0;1;2
2764;2403;3650;4153;777;333;51;46;28;543;5168;1922;21239;2977;820;97;12;35;6;142;3236;1532;3700;4498;2683;175;1;35;114
296;99;421;447;140;872;293;213;34;132;804;59;2191;128;3195;384;199;148;1;65;296;62;377;517;405;706;19;139;63
193;110;158;87;19;17;13;19;5;378;426;83;1328;124;34;5;6;17;1;275;208;70;192;76;8;15;0;11;10
434;374;1442;96;52;102;61;71;93;715;1598;373;2786;339;1457;67;13;46;2;553;772;257;181;4936;239;160;1;38;91
378;241;150;1786;835;3167;892;265;3;101;851;247;691;225;3234;1606;427;242;1;45;552;203;153;232;596;940;22;216;37
2222;950;136;110;1889;10335;2938;5339;469;606;3956;490;867;26;13281;7543;3003;2648;13;231;3030;599;213;54;86;2483;8;848;234
59;59;91;97;33;86;34;1335;309;374;376;118;307;23;694;113;54;59;18;390;32;44;272;86;61;105;2;87;1079
357;431;896;325;62;353;77;283;40;380;574;426;4520;278;1181;233;36;85;0;354;498;281;842;715;216;492;20;65;76
55;63;56;67;32;167;55;116;5;49;172;29;316;42;338;97;86;48;0;17;69;48;48;85;108;209;3;53;15
2126;731;1444;4270;788;916;669;235;82;244;4283;688;9316;5087;7499;312;38;107;1;104;2497;656;660;4958;3020;1675;10;153;411
679;812;1033;170;56;126;136;130;18;265;1177;596;4157;69;370;64;39;68;1;135;853;552;677;247;106;83;1;78;25
76;30;95;62;176;1324;587;895;621;103;130;45;702;104;2442;771;284;342;15;141;70;60;164;211;111;528;3;251;360
161;92;74;59;61;102;33;56;4;103;350;59;370;29;248;58;8;37;0;48;229;60;95;50;57;85;0;16;15
85;149;235;301;69;3161;460;821;29;116;155;131;1007;127;2448;2047;1551;711;7;83;111;101;252;227;398;996;41;488;46
59;40;62;13;7;44;27;85;49;45;108;29;319;19;90;25;11;66;0;11;75;22;78;148;77;59;4;66;56
79;112;114;50;32;67;27;84;28;46;202;65;605;24;184;25;9;48;0;17;122;64;162;77;40;43;1;42;36
154;111;71;45;33;130;34;117;21;64;208;86;665;68;495;71;23;48;0;44;134;71;115;46;77;121;2;39;17
303;90;85;11;52;39;15;8;3;364;559;83;351;19;120;12;5;13;0;137;363;82;44;37;19;10;0;3;12
156;100;248;166;159;410;123;194;9;71;343;73;953;84;1669;158;25;117;0;24;209;128;173;324;311;385;4;95;41
4622;3303;2251;5101;3112;5662;1807;18169;38022;2134;8259;2029;14424;7312;20499;2329;875;5985;12;1635;6827;1934;1680;9672;6935;4706;182;13201;20482
13;9;2;108;36;315;2382;53055;109778;68;4;3;38;103;436;103;3642;23610;54;41;11;10;6;28;52;87;245;26890;103100
14;12;2;155;61;507;3105;98314;189657;125;7;4;55;92;1513;146;5474;41289;97;94;17;7;24;56;87;319;628;43879;181394
1;3;3;26;23;76;1201;25602;52270;48;5;6;36;5;444;34;1652;11995;19;41;7;0;12;16;8;46;124;16418;59495
3;1;2;116;12;82;238;15020;28538;46;3;0;7;76;177;25;481;5689;29;20;1;1;5;18;50;53;136;3289;20880
45;91;268;565;185;967;302;431;88;360;87;90;1798;479;3104;538;351;276;3;308;71;60;226;1831;1203;1083;57;2886;153
119;335;73;764;109;414;67;75;33;100;244;305;443;367;1935;211;85;30;1;63;177;238;62;1122;1324;737;7;62;69
49;258;23;33;605;51;47;42;31;196;542;147;235;13;129;25;22;36;0;237;74;165;1416;36;36;30;6;39;33
708;376;535;1642;264;6081;1743;4544;994;619;1682;296;3010;849;10476;3220;3003;2311;9;554;877;249;945;1605;2134;4738;95;3459;1624
102;129;240;104;118;3077;987;60;1;76;238;80;1719;73;1149;944;935;138;8;39;115;92;228;1421;293;317;26;21;17
19;9;2;4;7;10;2;16;6;42;10;20;493;3;24;118;2;5;1;58;4;16;53;2;18;7;51;116149;8
91;63;189;50;12;86;26;87;1;151;340;70;691;67;181;47;20;46;0;75;161;50;139;97;37;52;3;15;9
182;171;270;2148;170;1523;161;231;12;278;488;144;1143;405;7209;1192;906;207;2;286;208;110;510;931;1573;2762;18;262;37
274;282;410;1172;156;1086;429;842;9;351;512;218;2122;323;5788;1084;1308;585;8;303;196;237;809;896;1313;2004;31;522;54
1672;843;269;185;42;72;27;19;9;410;3625;558;1103;415;312;30;7;17;0;195;2213;530;192;740;229;130;3;18;18
67;109;304;1379;82;476;61;111;20;227;198;100;5839;100;1130;220;79;72;3;128;141;58;343;346;174;282;1;111;26
135;209;266;581;534;3505;676;550;13;283;217;151;1228;314;7207;2222;585;942;1;216;136;218;232;615;769;1465;5;1966;56
66;50;85;18;16;24;29;103;99;530;176;13;684;15;115;26;32;29;2;476;45;91;1229;61;39;37;5;116;74
537;447;896;1538;115;732;229;427;79;304;1187;371;6495;1082;5363;609;379;207;1;180;816;271;1075;2634;2068;2144;54;296;240
280;68;654;85;22;65;73;108;31;1599;414;58;4957;118;165;43;26;40;5;1667;260;83;863;294;107;143;3;73;73
2097;509;229;79;15;62;16;12;8;484;3478;368;1611;78;190;39;6;9;0;249;3727;321;140;132;57;62;0;10;8
2120;2147;437;136;60;109;56;4;20;1218;3948;1513;3101;186;365;38;7;10;0;718;2737;1056;583;111;184;169;0;16;34
3423;891;281;131;7;630;34;57;6;1617;2743;578;589;14;657;189;49;48;3;680;1794;55;106;81;110;103;1;53;30
509;944;493;90;31;302;35;29;20;2082;940;824;2130;241;438;228;25;33;11;2427;606;785;756;330;148;153;1;41;113
1433;2304;2994;3601;1615;1517;415;555;154;1138;3295;1975;16548;1348;6150;1053;3467;393;13;1058;2856;1406;3578;2466;2255;1053;75;268;291
2051;960;291;1017;97;588;174;96;5;251;3992;759;1652;1528;2278;405;178;75;1;106;2560;501;274;2228;1089;1109;14;54;34
2866;1972;943;7062;554;2778;1398;250;11;561;6509;1433;5529;5792;14639;2306;877;211;6;260;3487;1018;1005;6147;4768;4003;38;111;111
16;15;84;830;2040;3946;1117;3089;1078;12;79;13;427;573;14449;3604;1696;1587;6;3;27;12;71;706;1592;2139;22;1466;550
158;155;375;463;676;6521;4707;13586;6082;427;266;115;1504;329;6627;3655;7402;6566;35;271;177;127;288;981;1068;3312;162;9668;6343
68;60;25;110;327;570;643;4903;4153;29;107;17;106;20;2182;308;794;1401;5;65;74;23;30;127;252;454;15;1298;4363
144;87;147;577;846;2187;6212;27486;7721;251;261;45;730;193;4330;1215;3769;12567;13;306;205;58;217;446;838;1384;160;12700;4636
328;175;247;178;46;306;114;445;30;123;530;155;1636;121;1335;238;231;215;0;78;383;126;382;270;171;343;12;228;41
549;448;562;995;1428;3330;219;2909;18306;430;998;285;2657;1140;13410;1742;473;932;4;470;798;373;638;3632;2407;3272;38;3165;14691
381;380;353;394;284;1460;1024;3877;707;475;710;325;2588;802;17286;499;669;1330;3;504;505;283;380;683;646;2774;42;2291;964
723;872;249;59;63;340;170;193;281;3644;1411;545;1470;166;378;152;42;92;18;4709;1088;421;208;343;179;137;2;115;337
